#m = 10
0,0,0
0.125,0,0
0.25,6.510417e-08,6.510416e-08
0.375,4.752604e-06,5.562489e-07
0.5,6.25651e-05,2.018166e-06
0.625,0.00050625,5.739538e-06
0.75,0.002386003,1.244862e-05
0.875,0.008108008,2.288198e-05
1,0.02179388,3.72552e-05
1.125,0.04846562,5.479407e-05
1.25,0.09269577,7.399644e-05
1.375,0.1559828,9.258026e-05
1.5,0.237065,0.000108513
1.625,0.3317749,0.00012014
1.75,0.4323411,0.0001264042
1.875,0.5326678,0.000127305
2,0.6260979,0.0001234538
2.125,0.7093685,0.0001158542
2.25,0.7794866,0.0001057855
2.375,0.8368407,9.428264e-05
2.5,0.8816001,8.243579e-05
2.625,0.9159839,7.078309e-05
2.75,0.941515,5.987426e-05
2.875,0.9599943,5.000343e-05
3,0.9730079,4.135048e-05
3.125,0.9821696,3.376589e-05
3.25,0.9883701,2.735603e-05
3.375,0.9925482,2.194378e-05
3.5,0.995293,1.746439e-05
3.625,0.9970695,1.379227e-05
3.75,0.9982126,1.077782e-05
3.875,0.9989059,8.435353e-06
4,0.9993589,6.458349e-06
4,0.9993589,6.458349e-06
