0,0,0
0.125,0.09832819,7.597447e-05
0.25,0.1953258,0.0001011566
0.375,0.289461,0.000115716
0.5,0.3791485,0.000123795
0.625,0.4636822,0.0001272406
0.75,0.5420913,0.0001271247
0.875,0.6133255,0.0001242575
1,0.6776232,0.0001192561
1.125,0.734574,0.0001126663
1.25,0.7840995,0.0001049825
1.375,0.826342,9.665664e-05
1.5,0.8623148,8.791864e-05
1.625,0.892205,7.912906e-05
1.75,0.9166863,7.051363e-05
1.875,0.9365194,6.221331e-05
2,0.9522689,5.439822e-05
2.125,0.964548,4.718309e-05
2.25,0.97411,4.052049e-05
2.375,0.9813101,3.455502e-05
2.5,0.9866171,2.931936e-05
2.625,0.9906203,2.45953e-05
2.75,0.9934672,2.055565e-05
2.875,0.9955533,1.697675e-05
3,0.9970332,1.387724e-05
3.125,0.9980096,1.137222e-05
3.25,0.9987113,9.153907e-06
3.375,0.9991662,7.364637e-06
3.5,0.9994714,5.865053e-06
3.625,0.9996725,4.617052e-06
3.75,0.9997921,3.678435e-06
3.875,0.9998773,2.825678e-06
4,0.9999252,2.206747e-06
