0.6,0,0,-nan,0,0
0.6125,0,0,-nan,0,0
0.625,2.083333e-07,0,-nan,1.241271e-07,0
0.6375,4.598958e-06,0,-nan,5.848399e-07,0
0.65,6.728125e-05,0,-nan,2.560391e-06,0
0.6625,0.0005882812,0,-nan,8.460657e-06,0
0.675,0.002826354,0,-nan,1.943045e-05,0
0.682689,0.005890841,0,-nan,2.787361e-05,0
0.6875,0.008555427,0.004810508,-nan,3.283573e-05,0
0.7,0.01822991,0.01731051,-nan,4.295311e-05,0
0.7125,0.02993392,0.02981051,-nan,4.662274e-05,0
0.725,0.04233208,0.04231051,-nan,4.73865e-05,0
0.7375,0.05481464,0.05481051,-nan,4.738045e-05,0
0.75,0.06724139,0.06731051,-nan,4.738973e-05,0
0.7625,0.07974139,0.07981051,-nan,4.738973e-05,0
0.775,0.09230594,0.09231051,-nan,4.760989e-05,0
0.7875,0.1048899,0.1048105,-nan,4.76539e-05,0
0.8,0.1173104,0.1173105,-nan,4.757668e-05,0
