#m = 200
0.6,7.461984e-05,6.344167e-05,-nan,1.277189e-07,0
0.6125,0.0002209814,0.0001943993,-nan,2.265419e-07,0
0.625,0.0005662026,0.0005284777,-nan,3.807589e-07,0
0.6375,0.001348093,0.00128011,-nan,6.057648e-07,0
0.65,0.002835001,0.002777278,-nan,9.097949e-07,0
0.6625,0.005507334,0.005430658,-nan,1.286019e-06,0
0.675,0.009649869,0.009641528,-nan,1.713902e-06,0
0.6875,0.01567867,0.01567478,-nan,2.146279e-06,0
0.7,0.02348655,0.02356022,-nan,2.546148e-06,0
0.7125,0.03301946,0.03308082,-nan,2.863188e-06,0
0.725,0.04377974,0.0438553,-nan,3.09345e-06,0
0.7375,0.05541593,0.05546497,-nan,3.231491e-06,0
0.75,0.06752444,0.06755784,-nan,3.307473e-06,0
0.7625,0.07988605,0.07989351,-nan,3.340239e-06,0
0.775,0.09233271,0.09233515,-nan,3.353445e-06,0
0.7875,0.1048197,0.104817,-nan,3.357756e-06,0
0.8,0.117315,0.117312,-nan,3.358221e-06,0
