#sigma = 0.15
1,0.4632927,0.4633636,4.158785e-05,1
5,0.3731407,0.3731517,2.355041e-05,1
10,0.3684071,0.3683868,1.735669e-05,1
15,0.3678769,0.3678901,1.428992e-05,1
20,0.3677936,0.3678279,1.239625e-05,1
25,0.3678168,0.3678206,1.108857e-05,1
30,0.3678355,0.3678186,1.012463e-05,1
35,0.3678332,0.3678182,9.372984e-06,1
40,0.3678268,0.3678181,8.766597e-06,1
45,0.3678267,0.3678181,8.26518e-06,1
50,0.3678174,0.3678181,7.841912e-06,1
55,0.3678159,0.3678181,7.476888e-06,1
60,0.3678214,0.3678181,7.158011e-06,1
65,0.3678197,0.3678181,6.878307e-06,1
70,0.3678256,0.3678181,6.627794e-06,1
75,0.3678139,0.3678181,6.40213e-06,1
80,0.3678179,0.3678181,6.199895e-06,1
85,0.3678228,0.3678181,6.014038e-06,1
90,0.3678194,0.3678181,5.844622e-06,1
95,0.3678208,0.3678181,5.68841e-06,1
100,0.3678245,0.3678181,5.54462e-06,1
