10,32,2,0.052,0.13532,0.00042706
20,32,2,0.061,0.13562,0.00030261
30,32,2,0.068,0.13552,0.00024712
40,32,2,0.07,0.13566,0.00021413
50,32,2,0.074,0.1356,0.00019142
60,32,2,0.079,0.13562,0.00017472
70,32,2,0.082,0.13563,0.00016175
80,32,2,0.086,0.13564,0.00015132
90,32,2,0.09,0.13562,0.00014275
100,32,2,0.096,0.13566,0.00013542
110,32,2,0.099,0.13565,0.0001291
120,32,2,0.105,0.13564,0.00012361
130,32,2,0.16,0.13561,0.00011874
140,32,2,0.173,0.13555,0.0001144
150,32,2,0.176,0.13554,0.00011051
160,32,2,0.183,0.13563,0.00010699
170,32,2,0.188,0.13563,0.00010379
180,32,2,0.193,0.13563,0.00010087
190,32,2,0.196,0.13566,9.8183e-05
200,32,2,0.2,0.13568,9.5697e-05
210,32,2,0.204,0.13571,9.3406e-05
220,32,2,0.209,0.13572,9.1262e-05
230,32,2,0.215,0.13571,8.9256e-05
240,32,2,0.222,0.1357,8.737e-05
250,32,2,0.263,0.1357,8.5606e-05
260,32,2,0.276,0.13571,8.3941e-05
270,32,2,0.282,0.13571,8.2372e-05
280,32,2,0.283,0.13569,8.0888e-05
290,32,2,0.288,0.13568,7.9485e-05
300,32,2,0.294,0.13565,7.8141e-05
310,32,2,0.299,0.13567,7.6871e-05
320,32,2,0.307,0.13563,7.5662e-05
330,32,2,0.315,0.13564,7.4509e-05
340,32,2,0.314,0.13566,7.3412e-05
350,32,2,0.321,0.13563,7.2325e-05
360,32,2,0.325,0.13561,7.1308e-05
370,32,2,0.369,0.13559,7.0337e-05
380,32,2,0.386,0.13567,6.943e-05
390,32,2,0.391,0.13567,6.8534e-05
400,32,2,0.398,0.13568,6.7675e-05
410,32,2,0.399,0.13566,6.6849e-05
420,32,2,0.402,0.13565,6.6047e-05
430,32,2,0.407,0.1356,6.5265e-05
440,32,2,0.411,0.13562,6.4524e-05
450,32,2,0.417,0.13563,6.3804e-05
460,32,2,0.422,0.1357,6.3118e-05
