10,32,50,0.886,0.13375,8.517e-05
20,32,50,1.073,0.13383,6.0283e-05
30,32,50,1.213,0.13359,4.9063e-05
40,32,50,1.229,0.13375,4.254e-05
50,32,50,1.331,0.13365,3.8056e-05
60,32,50,1.406,0.13366,3.4746e-05
70,32,50,1.48,0.13369,3.2151e-05
80,32,50,1.592,0.13368,3.0087e-05
90,32,50,1.693,0.1337,2.8357e-05
100,32,50,1.765,0.13371,2.6897e-05
110,32,50,1.914,0.13372,2.5664e-05
120,32,50,2.003,0.13368,2.4552e-05
130,32,50,3.104,0.1337,2.3599e-05
140,32,50,3.346,0.13373,2.2741e-05
150,32,50,3.372,0.13372,2.196e-05
160,32,50,3.44,0.13368,2.1271e-05
170,32,50,3.469,0.13371,2.0638e-05
180,32,50,3.555,0.1337,2.0055e-05
190,32,50,3.568,0.1337,1.9519e-05
200,32,50,3.629,0.13368,1.9025e-05
210,32,50,3.692,0.1337,1.8563e-05
220,32,50,3.771,0.13371,1.8143e-05
230,32,50,3.851,0.1337,1.7736e-05
240,32,50,3.962,0.1337,1.7367e-05
250,32,50,5.05,0.1337,1.701e-05
260,32,50,5.416,0.13371,1.6684e-05
270,32,50,5.366,0.13372,1.6375e-05
280,32,50,5.383,0.1337,1.6077e-05
290,32,50,5.453,0.13369,1.5804e-05
300,32,50,5.464,0.13368,1.5527e-05
310,32,50,5.522,0.13369,1.5278e-05
320,32,50,5.582,0.13371,1.5041e-05
330,32,50,5.634,0.13367,1.481e-05
340,32,50,5.707,0.13369,1.4596e-05
350,32,50,5.81,0.13371,1.4383e-05
360,32,50,5.971,0.13369,1.4182e-05
370,32,50,7.134,0.1337,1.3987e-05
380,32,50,7.142,0.1337,1.38e-05
390,32,50,7.236,0.13369,1.3624e-05
400,32,50,7.324,0.1337,1.3456e-05
410,32,50,7.397,0.13369,1.3283e-05
420,32,50,7.458,0.1337,1.313e-05
430,32,50,7.448,0.13369,1.2973e-05
440,32,50,7.509,0.13371,1.2825e-05
450,32,50,7.582,0.1337,1.2684e-05
460,32,50,7.705,0.13371,1.2547e-05
470,32,50,7.797,0.13369,1.2409e-05
480,32,50,7.958,0.13368,1.228e-05
490,32,50,8.914,0.13373,1.216e-05
500,32,50,9.239,0.13368,1.2032e-05
510,32,50,9.313,0.13371,1.1915e-05
520,32,50,9.261,0.1337,1.1799e-05
530,32,50,9.276,0.13369,1.1686e-05
540,32,50,9.395,0.13369,1.1578e-05
550,32,50,9.435,0.1337,1.1475e-05
560,32,50,9.49,0.13368,1.1368e-05
570,32,50,9.573,0.13368,1.1267e-05
580,32,50,9.654,0.1337,1.1171e-05
590,32,50,9.755,0.1337,1.1079e-05
600,32,50,9.938,0.1337,1.0984e-05
10,32,50,9.111,0.1337,2.6893e-05
20,32,50,10.514,0.13371,1.9025e-05
30,32,50,11.949,0.1337,1.5539e-05
40,32,50,12.263,0.1337,1.3451e-05
50,32,50,13.179,0.13369,1.2035e-05
60,32,50,14.05,0.13369,1.0982e-05
70,32,50,14.664,0.13369,1.017e-05
80,32,50,15.616,0.13369,9.5138e-06
90,32,50,16.727,0.1337,8.9692e-06
100,32,50,17.538,0.1337,8.5092e-06
110,32,50,18.815,0.1337,8.1119e-06
120,32,50,19.798,0.1337,7.7664e-06
130,32,50,30.926,0.13369,7.4616e-06
140,32,50,33.941,0.1337,7.1905e-06
150,32,50,32.69,0.13369,6.946e-06
160,32,50,34.285,0.1337,6.7272e-06
170,32,50,34.986,0.13369,6.5251e-06
180,32,50,35.257,0.13369,6.3411e-06
190,32,50,35.592,0.1337,6.1712e-06
200,32,50,36.049,0.1337,6.016e-06
210,32,50,36.767,0.1337,5.8711e-06
220,32,50,37.347,0.13369,5.7362e-06
230,32,50,38.314,0.13369,5.6103e-06
240,32,50,39.598,0.1337,5.492e-06
250,32,50,51.154,0.1337,5.3814e-06
260,32,50,52.064,0.1337,5.2764e-06
270,32,50,54.107,0.1337,5.178e-06
280,32,50,54.162,0.13369,5.0843e-06
290,32,50,54.312,0.13369,4.9963e-06
300,32,50,54.679,0.1337,4.9124e-06
310,32,50,55.048,0.1337,4.8319e-06
320,32,50,55.452,0.1337,4.7565e-06
330,32,50,56.106,0.13369,4.6839e-06
340,32,50,57.081,0.1337,4.6145e-06
350,32,50,57.877,0.1337,4.5482e-06
360,32,50,59.412,0.1337,4.4837e-06
370,32,50,70.487,0.1337,4.4233e-06
380,32,50,71.236,0.13369,4.3644e-06
390,32,50,72.672,0.13369,4.3084e-06
400,32,50,72.919,0.13369,4.2539e-06
410,32,50,73.954,0.1337,4.2021e-06
420,32,50,74.166,0.1337,4.1517e-06
430,32,50,74.474,0.1337,4.1029e-06
440,32,50,74.887,0.1337,4.0557e-06
450,32,50,75.669,0.13369,4.0111e-06
460,32,50,76.441,0.1337,3.967e-06
470,32,50,77.613,0.1337,3.9243e-06
480,32,50,79.32,0.1337,3.8835e-06
490,32,50,90.395,0.1337,3.8434e-06
500,32,50,91.119,0.1337,3.805e-06
510,32,50,92.076,0.13369,3.7677e-06
520,32,50,92.666,0.1337,3.7311e-06
530,32,50,92.722,0.1337,3.6958e-06
540,32,50,93.36,0.1337,3.6612e-06
550,32,50,94.252,0.13369,3.6275e-06
560,32,50,94.662,0.13371,3.5955e-06
570,32,50,95.055,0.13369,3.5634e-06
580,32,50,96.154,0.13369,3.5325e-06
590,32,50,97.295,0.1337,3.5028e-06
600,32,50,98.935,0.13369,3.4731e-06
