100000,0.56
101000,0.58
102000,0.64
103000,0.7
104000,0.58
105000,0.62
106000,0.72
107000,0.68
108000,0.58
109000,0.46
110000,0.38
111000,0.38
112000,0.42
113000,0.36
114000,0.52
115000,0.22
116000,0.6
117000,0.4
118000,0.4
119000,0.46
120000,0.4
121000,0.44
122000,0.44
123000,0.4
124000,0.4
125000,0.46
126000,0.44
127000,0.38
128000,0.3
129000,0.46
130000,0.34
131000,0.52
132000,0.46
133000,0.54
134000,0.44
135000,0.44
136000,0.46
137000,0.44
138000,0.54
139000,0.54
140000,0.46
141000,0.54
142000,0.52
143000,0.52
144000,0.58
145000,0.48
146000,0.52
147000,0.46
148000,0.48
149000,0.52
150000,0.52
151000,0.5
152000,0.7
153000,0.58
154000,0.56
155000,0.58
156000,0.56
157000,0.54
158000,0.48
159000,0.56
160000,0.56
161000,0.64
162000,0.6
163000,0.48
164000,0.66
165000,0.5
166000,0.6
167000,0.64
168000,0.56
169000,0.6
170000,0.62
171000,0.62
172000,0.52
173000,0.66
174000,0.64
175000,0.78
176000,0.56
177000,0.64
178000,0.7
179000,0.68
180000,0.62
181000,0.6
182000,0.6
183000,0.8
184000,0.66
185000,0.58
186000,0.88
187000,0.6
188000,0.64
189000,0.68
190000,0.64
191000,0.8
192000,0.72
193000,0.7
194000,0.76
195000,0.68
196000,0.7
197000,0.74
198000,0.6
199000,0.74
200000,0.76
201000,0.74
202000,0.66
203000,0.76
204000,0.74
205000,0.68
206000,0.74
207000,0.7
208000,0.76
209000,0.58
210000,0.76
211000,0.8
212000,0.84
213000,0.78
214000,0.82
215000,0.84
216000,0.74
217000,0.72
218000,0.8
219000,0.74
220000,0.84
221000,0.82
222000,0.88
223000,0.6
224000,0.78
225000,0.88
226000,0.88
227000,0.78
228000,0.9
229000,0.86
230000,0.86
231000,0.88
232000,0.86
233000,0.84
234000,0.98
235000,0.94
236000,0.9
237000,0.94
238000,0.9
239000,0.9
240000,0.82
241000,0.84
242000,0.94
243000,0.9
244000,0.88
245000,0.9
246000,0.94
247000,0.88
248000,0.86
249000,0.88
250000,0.9
251000,0.94
252000,1.02
253000,0.94
254000,0.88
255000,0.9
256000,0.86
257000,1
258000,0.9
259000,0.92
260000,0.9
261000,0.96
262000,0.94
263000,1
264000,0.96
265000,0.96
266000,0.98
267000,0.96
268000,0.92
269000,0.94
270000,0.92
271000,0.96
272000,0.98
273000,1
274000,1.04
275000,1.02
276000,1.02
277000,1.08
278000,1.06
279000,1
280000,1.02
281000,1
282000,1.02
283000,1.06
284000,1.08
285000,1.06
286000,1
287000,1.12
288000,1.12
289000,1.1
290000,1.04
291000,1.08
292000,1.02
293000,1.04
294000,1.06
295000,1.08
296000,1.08
297000,1.02
298000,1.12
299000,1.12
300000,1.04
301000,1.18
302000,1.1
303000,1.14
304000,1.06
305000,1.22
306000,1.1
307000,1.08
308000,1.14
309000,1.14
310000,1.12
311000,1.16
312000,1.14
313000,1.18
314000,1.1
315000,1.06
316000,1.06
317000,1.12
318000,1.12
319000,1.18
320000,1.2
321000,1.18
322000,1.12
323000,1.12
324000,1.1
325000,1.12
326000,1.18
327000,1.22
328000,1.14
329000,1.34
330000,1.16
331000,1.16
332000,1.2
333000,1.16
334000,1.2
335000,1.2
336000,1.16
337000,1.2
338000,1.1
339000,1.3
340000,1.34
341000,1.26
342000,1.3
343000,1.26
344000,1.26
345000,1.3
346000,1.24
347000,1.26
348000,1.18
349000,1.16
350000,1.26
351000,1.38
352000,1.26
353000,1.2
354000,1.38
355000,1.32
356000,1.26
357000,1.3
358000,1.24
359000,1.38
360000,1.38
361000,1.3
362000,1.36
363000,1.26
364000,1.3
365000,1.4
366000,1.3
367000,1.36
368000,1.38
369000,1.28
370000,1.34
371000,1.34
372000,1.4
373000,1.3
374000,1.56
375000,1.38
376000,1.4
377000,1.32
378000,1.38
379000,1.4
380000,1.44
381000,1.4
382000,1.4
383000,1.48
384000,1.26
385000,1.5
386000,1.44
387000,1.42
388000,1.44
389000,1.34
390000,1.46
391000,1.54
392000,1.38
393000,1.48
394000,1.3
395000,1.38
396000,1.5
397000,1.48
398000,1.34
399000,1.5
400000,1.48
401000,1.4
402000,1.52
403000,1.48
404000,1.5
405000,1.54
406000,1.54
407000,1.56
408000,1.5
409000,1.42
410000,1.58
411000,1.5
412000,1.48
413000,1.54
414000,1.5
415000,1.48
416000,1.58
417000,1.5
418000,1.58
419000,1.5
420000,1.54
421000,1.6
422000,1.56
423000,1.5
424000,1.56
425000,1.48
426000,1.58
427000,1.6
428000,1.64
429000,1.64
430000,1.52
431000,1.66
432000,1.74
433000,1.8
434000,1.62
435000,1.6
436000,1.58
437000,1.62
438000,1.6
439000,1.62
440000,1.66
441000,1.56
442000,1.74
443000,1.46
444000,1.82
445000,1.6
446000,1.62
447000,1.76
448000,1.62
449000,1.7
450000,1.68
451000,1.62
452000,1.64
453000,1.6
454000,1.74
455000,1.62
456000,1.56
457000,1.66
458000,1.66
459000,1.66
460000,1.64
461000,1.8
462000,1.74
463000,1.74
464000,1.86
465000,1.66
466000,1.74
467000,1.76
468000,1.84
469000,1.74
470000,1.78
471000,1.74
472000,1.8
473000,1.8
474000,1.72
475000,1.86
476000,1.68
477000,1.84
478000,1.78
479000,1.72
480000,1.84
481000,1.66
482000,1.84
483000,1.76
484000,1.74
485000,1.84
486000,1.78
487000,1.88
488000,1.82
489000,1.8
490000,1.78
491000,1.92
492000,1.82
493000,1.82
494000,1.9
495000,1.82
496000,1.9
497000,1.86
498000,1.8
499000,1.76
