100000,0.31
101000,0.34
102000,0.3
103000,0.31
104000,0.2
105000,0.22
106000,0.3
107000,0.33
108000,0.3
109000,0.26
110000,0.35
111000,0.25
112000,0.2
113000,0.34
114000,0.32
115000,0.23
116000,0.31
117000,0.3
118000,0.34
119000,0.27
120000,0.28
121000,0.32
122000,0.38
123000,0.36
124000,0.24
125000,0.27
126000,0.3
127000,0.33
128000,0.24
129000,0.35
130000,0.25
131000,0.24
132000,0.21
133000,0.26
134000,0.3
135000,0.27
136000,0.31
137000,0.29
138000,0.21
139000,0.33
140000,0.23
141000,0.2
142000,0.33
143000,0.37
144000,0.2
145000,0.23
146000,0.26
147000,0.26
148000,0.25
149000,0.27
150000,0.33
151000,0.34
152000,0.31
153000,0.34
154000,0.3
155000,0.36
156000,0.29
157000,0.32
158000,0.39
159000,0.33
160000,0.35
161000,0.28
162000,0.39
163000,0.27
164000,0.31
165000,0.3
166000,0.28
167000,0.33
168000,0.24
169000,0.34
170000,0.3
171000,0.27
172000,0.27
173000,0.3
174000,0.41
175000,0.33
176000,0.27
177000,0.22
178000,0.36
179000,0.25
180000,0.31
181000,0.38
182000,0.32
183000,0.27
184000,0.36
185000,0.34
186000,0.15
187000,0.3
188000,0.28
189000,0.28
190000,0.25
191000,0.36
192000,0.29
193000,0.25
194000,0.31
195000,0.3
196000,0.34
197000,0.28
198000,0.3
199000,0.22
200000,0.4
201000,0.33
202000,0.33
203000,0.28
204000,0.34
205000,0.32
206000,0.29
207000,0.28
208000,0.29
209000,0.34
210000,0.33
211000,0.41
212000,0.31
213000,0.31
214000,0.33
215000,0.29
216000,0.31
217000,0.35
218000,0.27
219000,0.39
220000,0.37
221000,0.35
222000,0.32
223000,0.35
224000,0.36
225000,0.43
226000,0.4
227000,0.3
228000,0.39
229000,0.27
230000,0.37
231000,0.36
232000,0.35
233000,0.27
234000,0.38
235000,0.3
236000,0.26
237000,0.33
238000,0.34
239000,0.36
240000,0.32
241000,0.26
242000,0.27
243000,0.31
244000,0.4
245000,0.37
246000,0.38
247000,0.42
248000,0.25
249000,0.36
250000,0.35
251000,0.29
252000,0.38
253000,0.24
254000,0.37
255000,0.32
256000,0.34
257000,0.38
258000,0.34
259000,0.27
260000,0.26
261000,0.28
262000,0.27
263000,0.35
264000,0.31
265000,0.28
266000,0.35
267000,0.39
268000,0.42
269000,0.43
270000,0.35
271000,0.35
272000,0.34
273000,0.32
274000,0.31
275000,0.31
276000,0.33
277000,0.26
278000,0.3
279000,0.43
280000,0.34
281000,0.31
282000,0.29
283000,0.45
284000,0.29
285000,0.34
286000,0.39
287000,0.32
288000,0.38
289000,0.4
290000,0.32
291000,0.31
292000,0.29
293000,0.25
294000,0.27
295000,0.4
296000,0.25
297000,0.34
298000,0.36
299000,0.22
300000,0.36
301000,0.46
302000,0.41
303000,0.35
304000,0.28
305000,0.29
306000,0.31
307000,0.28
308000,0.34
309000,0.31
310000,0.35
311000,0.26
312000,0.41
313000,0.4
314000,0.37
315000,0.42
316000,0.33
317000,0.37
318000,0.37
319000,0.45
320000,0.33
321000,0.32
322000,0.35
323000,0.38
324000,0.42
325000,0.4
326000,0.31
327000,0.33
328000,0.37
329000,0.47
330000,0.31
331000,0.27
332000,0.34
333000,0.36
334000,0.39
335000,0.48
336000,0.39
337000,0.33
338000,0.3
339000,0.29
340000,0.38
341000,0.34
342000,0.38
343000,0.27
344000,0.32
345000,0.34
346000,0.26
347000,0.44
348000,0.38
349000,0.4
350000,0.37
351000,0.45
352000,0.35
353000,0.25
354000,0.37
355000,0.44
356000,0.31
357000,0.37
358000,0.32
359000,0.4
360000,0.34
361000,0.35
362000,0.4
363000,0.38
364000,0.43
365000,0.35
366000,0.37
367000,0.35
368000,0.35
369000,0.45
370000,0.37
371000,0.4
372000,0.39
373000,0.34
374000,0.46
375000,0.41
376000,0.36
377000,0.5
378000,0.44
379000,0.36
380000,0.43
381000,0.35
382000,0.37
383000,0.34
384000,0.43
385000,0.4
386000,0.37
387000,0.42
388000,0.39
389000,0.42
390000,0.51
391000,0.39
392000,0.33
393000,0.32
394000,0.39
395000,0.52
396000,0.39
397000,0.35
398000,0.37
399000,0.4
400000,0.3
401000,0.4
402000,0.36
403000,0.35
404000,0.49
405000,0.39
406000,0.35
407000,0.36
408000,0.31
409000,0.38
410000,0.42
411000,0.44
412000,0.48
413000,0.35
414000,0.41
415000,0.31
416000,0.42
417000,0.34
418000,0.46
419000,0.43
420000,0.37
421000,0.4
422000,0.35
423000,0.36
424000,0.41
425000,0.39
426000,0.38
427000,0.31
428000,0.49
429000,0.28
430000,0.5
431000,0.25
432000,0.35
433000,0.48
434000,0.36
435000,0.37
436000,0.4
437000,0.48
438000,0.38
439000,0.46
440000,0.49
441000,0.46
442000,0.43
443000,0.33
444000,0.41
445000,0.56
446000,0.35
447000,0.42
448000,0.35
449000,0.47
450000,0.38
451000,0.55
452000,0.35
453000,0.49
454000,0.36
455000,0.37
456000,0.45
457000,0.43
458000,0.43
459000,0.46
460000,0.45
461000,0.49
462000,0.57
463000,0.46
464000,0.48
465000,0.4
466000,0.5
467000,0.5
468000,0.49
469000,0.4
470000,0.43
471000,0.45
472000,0.42
473000,0.52
474000,0.41
475000,0.44
476000,0.43
477000,0.39
478000,0.4
479000,0.46
480000,0.51
481000,0.49
482000,0.43
483000,0.45
484000,0.52
485000,0.43
486000,0.5
487000,0.44
488000,0.44
489000,0.45
490000,0.43
491000,0.43
492000,0.47
493000,0.39
494000,0.54
495000,0.36
496000,0.5
497000,0.4
498000,0.57
499000,0.46
