0.45,0,6.050019e-30,-nan,0,0
0.5,0,1.553417e-19,-nan,0,0
0.55,0,2.858775e-13,-nan,0,0
0.6,2.502083e-07,1.678286e-07,-nan,5.050461e-09,0
0.65,0.0005388813,0.000518436,-nan,2.983145e-07,0
0.7,0.01964552,0.019676,-nan,1.77268e-06,0
0.75,0.06731206,0.06731391,-nan,2.123797e-06,0
0.8,0.1173134,0.1173105,-nan,2.12463e-06,0
0.85,0.1673131,0.1673105,-nan,2.124224e-06,0
0.9,0.2173108,0.2173105,-nan,2.124436e-06,0
0.95,0.2673101,0.2673105,-nan,2.124289e-06,0
1,0.3173147,0.3173105,-nan,2.124224e-06,0
0.5,0,0,-nan,0,0
0.525,0,0,-nan,0,0
0.55,0,0,-nan,0,0
0.575,0,0,-nan,0,0
0.6,4.166667e-07,0,-nan,4.166558e-07,0
0.625,2.375e-05,0,-nan,4.161836e-06,0
0.65,0.0005677083,0,-nan,2.217233e-05,0
0.675,0.005150365,0,-nan,7.043664e-05,0
0.7,0.01981469,0.01731051,-nan,0.0001263689,0
0.725,0.04261635,0.04231051,-nan,0.0001488193,0
0.75,0.06747469,0.06731051,-nan,0.0001512118,0
0.775,0.09247156,0.09231051,-nan,0.000151289,0
0.8,0.1174716,0.1173105,-nan,0.000151289,0
0.825,0.1424716,0.1423105,-nan,0.000151289,0
0.85,0.1674716,0.1673105,-nan,0.000151289,0
0.875,0.1924716,0.1923105,-nan,0.000151289,0
0.9,0.2174093,0.2173105,-nan,0.0001498072,0
0.5,0,1.553417e-19,-nan,0,0
0.525,0,4.962752e-17,-nan,0,0
0.55,0,2.858775e-13,-nan,0,0
0.575,0,4.321891e-10,-nan,0,0
0.6,5.782412e-21,1.678286e-07,-nan,5.782261e-21,0
0.625,2.119792e-05,1.74214e-05,-nan,3.603313e-06,0
0.65,0.0005491667,0.000518436,-nan,2.136265e-05,0
0.675,0.005118021,0.005019374,-nan,6.981927e-05,0
0.7,0.01981708,0.019676,-nan,0.0001256296,0
0.725,0.04270339,0.04247233,-nan,0.0001473587,0
0.75,0.06756375,0.06731391,-nan,0.0001497657,0
0.775,0.09256125,0.09231053,-nan,0.0001498287,0
0.8,0.1175613,0.1173105,-nan,0.0001498287,0
0.825,0.1425613,0.1423105,-nan,0.0001498287,0
0.85,0.1675613,0.1673105,-nan,0.0001498287,0
0.875,0.1925612,0.1923105,-nan,0.0001498287,0
0.9,0.2175613,0.2173105,-nan,0.0001498287,0
